Nation,Year,Pop
Seychelles,Year1999,0.07814
Sierra Leone,Year1999,3.73557
Somalia,Year1999,7.17102
South Africa,Year1999,44.52627
Sudan,Year1999,33.22446
Swaziland,Year1999,1.11714
Tanzania,Year1999,32.80803
Togo,Year1999,4.85245
Tunisia,Year1999,9.46255
Chile,Year1999,14.97655
Uganda,Year1999,23.22767
Western Sahara,Year1999,0.32118
Zambia,Year1999,10.05002
Zimbabwe,Year1999,11.73308
Asia & Oceania,Year1999,3367.43739
Afghanistan,Year1999,21.82157
American Samoa,Year1999,0.05785
Australia,Year1999,18.83025
Bangladesh,Year1999,129.87906
Bhutan,Year1999,0.59563
Colombia,Year1999,38.56386
Brunei,Year1999,0.3179
Burma (Myanmar),Year1999,46.78168
Cambodia,Year1999,12.15466
China,Year1999,1255.9925
Cook Islands,Year1999,0.01686
Fiji,Year1999,0.79908
French Polynesia,Year1999,0.24472
Guam,Year1999,0.15259
Hawaiian Trade Zone,Year1999,--
Hong Kong,Year1999,6.59931
Canada,Year1999,30.82026
Costa Rica,Year1999,3.80017
India,Year1999,989.25019
Indonesia,Year1999,211.6872
Japan,Year1999,126.4944
Kiribati,Year1999,0.08334
"Korea, North",Year1999,21.10209
"Korea, South",Year1999,46.48542
Laos,Year1999,5.28581
Macau,Year1999,0.42777
Malaysia,Year1999,22.55341
Maldives,Year1999,0.29148
Cuba,Year1999,11.05298
Mongolia,Year1999,2.62305
Nauru,Year1999,0.00987
Nepal,Year1999,24.26987
New Caledonia,Year1999,0.20718
New Zealand,Year1999,3.78176
Niue,Year1999,0.002
Pakistan,Year1999,148.3792
Papua New Guinea,Year1999,4.68932
Philippines,Year1999,79.44813
Samoa,Year1999,0.17476
Dominica,Year1999,0.07035
Singapore,Year1999,3.96775
Solomon Islands,Year1999,0.42172
Sri Lanka,Year1999,19.24104
Taiwan,Year1999,22.00781
Thailand,Year1999,61.63419
Timor-Leste (East Timor),Year1999,--
Tonga,Year1999,0.10051
U.S. Pacific Islands,Year1999,0.2463
Vanuatu,Year1999,0.18651
Vietnam,Year1999,78.14167
Dominican Republic,Year1999,8.3252
Wake Island,Year1999,
World,Year1999,6012.44075
Ecuador,Year1999,12.26831
El Salvador,Year1999,5.78837
Falkland Islands (Islas Malvinas),Year1999,0.0028
French Guiana,Year1999,0.17
Grenada,Year1999,0.10099
Guadeloupe,Year1999,0.43
Greenland,Year1999,0.0567
Guatemala,Year1999,10.90342
Guyana,Year1999,0.78005
Haiti,Year1999,8.24971
Honduras,Year1999,6.19088
Jamaica,Year1999,2.58887
Martinique,Year1999,0.414
Montserrat,Year1999,0.00338
Netherlands Antilles,Year1999,0.20802
Nicaragua,Year1999,4.82722
Panama,Year1999,2.84779
Mexico,Year1999,98.61691
Paraguay,Year1999,5.31154
Peru,Year1999,25.68629
Puerto Rico,Year1999,3.80008
Saint Kitts and Nevis,Year1999,0.04513
Saint Lucia,Year1999,0.15211
Saint Vincent/Grenadines,Year1999,0.10812
Suriname,Year1999,0.42626
Trinidad and Tobago,Year1999,1.25463
Turks and Caicos Islands,Year1999,0.01689
Uruguay,Year1999,3.30831
Saint Pierre and Miquelon,Year1999,0.00643
Venezuela,Year1999,23.12864
"Virgin Islands,  U.S.",Year1999,0.1086
"Virgin Islands, British",Year1999,0.01993
Europe,Year1999,577.29902
Albania,Year1999,3.18733
Austria,Year1999,8.09416
Belgium,Year1999,10.23566
Bosnia and Herzegovina,Year1999,3.95865
Bulgaria,Year1999,7.89323
Croatia,Year1999,4.40838
United States,Year1999,279.04017
Cyprus,Year1999,0.90688
Czech Republic,Year1999,10.28044
Denmark,Year1999,5.32013
Faroe Islands,Year1999,0.04512
Finland,Year1999,5.1581
Former Czechoslovakia,Year1999,--
Former Serbia and Montenegro,Year1999,10.1599
Former Yugoslavia,Year1999,--
France,Year1999,59.40602
Germany,Year1999,82.07478
Central & South America,Year1999,415.63607
"Germany, East",Year1999,--
"Germany, West",Year1999,--
Gibraltar,Year1999,0.02676
Greece,Year1999,10.53675
Hungary,Year1999,10.17161
Iceland,Year1999,0.27728
Ireland,Year1999,3.77486
Italy,Year1999,57.63023
Luxembourg,Year1999,0.43253
Macedonia,Year1999,2.00499
Antarctica,Year1999,
Malta,Year1999,0.3878
Montenegro,Year1999,--
Netherlands,Year1999,15.80195
Norway,Year1999,4.46338
Poland,Year1999,38.66554
Portugal,Year1999,10.28338
Romania,Year1999,22.47629
Serbia,Year1999,--
Slovakia,Year1999,5.39574
Slovenia,Year1999,2.00965
Antigua and Barbuda,Year1999,0.07402
Spain,Year1999,40.25144
Sweden,Year1999,8.90979
Switzerland,Year1999,7.26468
Turkey,Year1999,66.254
United Kingdom,Year1999,59.15164
Eurasia,Year1999,289.39641
Armenia,Year1999,3.04762
Azerbaijan,Year1999,7.76871
Belarus,Year1999,10.06395
Estonia,Year1999,1.38976
North America,Year2000,413.3245
Bermuda,Year2000,0.06306
Argentina,Year2000,37.33565
Former U.S.S.R.,Year2000,--
Georgia,Year2000,4.77721
Kazakhstan,Year2000,15.03214
Kyrgyzstan,Year2000,4.85105
Latvia,Year2000,2.37618
Lithuania,Year2000,3.65439
Moldova,Year2000,4.39081
Russia,Year2000,146.70997
Tajikistan,Year2000,6.2297
Turkmenistan,Year2000,4.38549
Aruba,Year2000,0.09
Ukraine,Year2000,49.00522
Uzbekistan,Year2000,25.04182
Middle East,Year2000,173.09215
Bahrain,Year2000,0.63462
Iran,Year2000,68.63155
Iraq,Year2000,22.67908
Israel,Year2000,6.11457
Jordan,Year2000,4.68762
Kuwait,Year2000,1.97408
Lebanon,Year2000,3.7915
"Bahamas, The",Year2000,0.28259
Oman,Year2000,2.43238
Palestine,Year2000,3.11009
Qatar,Year2000,0.62696
Saudi Arabia,Year2000,21.3119
Syria,Year2000,16.47124
United Arab Emirates,Year2000,3.2193
Yemen,Year2000,17.40726
Africa,Year2000,803.61288
Algeria,Year2000,30.42923
Angola,Year2000,10.37727
Barbados,Year2000,0.27368
Benin,Year2000,6.61912
Botswana,Year2000,1.67968
Burkina Faso,Year2000,11.58775
Burundi,Year2000,6.8227
Cameroon,Year2000,15.34304
Cape Verde,Year2000,0.43013
Central African Republic,Year2000,3.97986
Chad,Year2000,7.94268
Comoros,Year2000,0.57863
Congo (Brazzaville),Year2000,3.10394
Belize,Year2000,0.248
Congo (Kinshasa),Year2000,51.84855
Cote dIvoire (IvoryCoast),Year2000,16.88458
Djibouti,Year2000,0.66942
Egypt,Year2000,65.15855
Equatorial Guinea,Year2000,0.49148
Eritrea,Year2000,4.19731
Ethiopia,Year2000,64.16496
Gabon,Year2000,1.23643
"Gambia, The",Year2000,1.36822
Ghana,Year2000,19.75162
Bolivia,Year2000,8.1951
Guinea,Year2000,8.35041
Guinea-Bissau,Year2000,1.27886
Kenya,Year2000,30.50798
Lesotho,Year2000,1.91632
Liberia,Year2000,2.60067
Libya,Year2000,5.12544
Madagascar,Year2000,15.74194
Malawi,Year2000,11.80151
Mali,Year2000,10.62082
Mauritania,Year2000,2.50087
Brazil,Year2000,176.31962
Mauritius,Year2000,1.18593
Morocco,Year2000,28.11304
Mozambique,Year2000,18.12456
Namibia,Year2000,1.89344
Niger,Year2000,10.95143
Nigeria,Year2000,123.17882
Reunion,Year2000,0.72
Rwanda,Year2000,8.39841
Saint Helena,Year2000,0.00723
Sao Tome and Principe,Year2000,0.14069
Cayman Islands,Year2000,0.03844
Senegal,Year2000,9.46928
Seychelles,Year2000,0.07916
Sierra Leone,Year2000,3.80906
Somalia,Year2000,7.38572
South Africa,Year2000,45.0641
Sudan,Year2000,34.1093
Swaziland,Year2000,1.14393
Tanzania,Year2000,33.71212
Togo,Year2000,4.99183
Tunisia,Year2000,9.56755
Chile,Year2000,15.15574
Uganda,Year2000,23.95582
Western Sahara,Year2000,0.3363
Zambia,Year2000,10.34517
Zimbabwe,Year2000,11.82003
Asia & Oceania,Year2000,3408.81144
Afghanistan,Year2000,22.02095
American Samoa,Year2000,0.05777
Australia,Year2000,19.05319
Bangladesh,Year2000,132.15077
Bhutan,Year2000,0.60587
Colombia,Year2000,38.91035
Brunei,Year2000,0.3253
Burma (Myanmar),Year2000,47.43887
Cambodia,Year2000,12.35115
China,Year2000,1263.63753
Cook Islands,Year2000,0.01631
Fiji,Year2000,0.80493
French Polynesia,Year2000,0.24918
Guam,Year2000,0.15532
Hawaiian Trade Zone,Year2000,--
Hong Kong,Year2000,6.65872
Canada,Year2000,31.09956
Costa Rica,Year2000,3.88258
India,Year2000,1006.3003
Indonesia,Year2000,214.67661
Japan,Year2000,126.72922
Kiribati,Year2000,0.08512
"Korea, North",Year2000,21.26345
"Korea, South",Year2000,46.83884
Laos,Year2000,5.39741
Macau,Year2000,0.43174
Malaysia,Year2000,23.15128
Maldives,Year2000,0.29998
Cuba,Year2000,11.10586
Mongolia,Year2000,2.66376
Nauru,Year2000,0.00986
Nepal,Year2000,24.81816
New Caledonia,Year2000,0.21119
New Zealand,Year2000,3.8004
Niue,Year2000,0.002
Pakistan,Year2000,152.42904
Papua New Guinea,Year2000,4.81279
Philippines,Year2000,81.22208
Samoa,Year2000,0.17621
Dominica,Year2000,0.07082
Singapore,Year2000,4.03675
Solomon Islands,Year2000,0.43373
Sri Lanka,Year2000,19.43587
Taiwan,Year2000,22.18286
Thailand,Year2000,62.15674
Timor-Leste (East Timor),Year2000,--
Tonga,Year2000,0.10235
U.S. Pacific Islands,Year2000,0.24999
Vanuatu,Year2000,0.18986
Vietnam,Year2000,79.17798
Dominican Republic,Year2000,8.46891
Wake Island,Year2000,
World,Year2000,6088.68355
Ecuador,Year2000,12.44584
El Salvador,Year2000,5.84982
Falkland Islands (Islas Malvinas),Year2000,0.00285
French Guiana,Year2000,0.17
Grenada,Year2000,0.10161
Guadeloupe,Year2000,0.43
Greenland,Year2000,0.05689
Guatemala,Year2000,11.08503
Guyana,Year2000,0.78556
Haiti,Year2000,8.41289
Honduras,Year2000,6.3594
Jamaica,Year2000,2.61563
Martinique,Year2000,0.416
Montserrat,Year2000,0.00395
Netherlands Antilles,Year2000,0.21018
Nicaragua,Year2000,4.93515
Panama,Year2000,2.89951
Mexico,Year2000,99.92662
Paraguay,Year2000,5.41824
Peru,Year2000,26.0867
Puerto Rico,Year2000,3.81441
Saint Kitts and Nevis,Year2000,0.04566
Saint Lucia,Year2000,0.1533
Saint Vincent/Grenadines,Year2000,0.10786
Suriname,Year2000,0.43249
Trinidad and Tobago,Year2000,1.25178
Turks and Caicos Islands,Year2000,0.01751
Uruguay,Year2000,3.32808
Saint Pierre and Miquelon,Year2000,0.00641
Venezuela,Year2000,23.49275
"Virgin Islands,  U.S.",Year2000,0.10864
"Virgin Islands, British",Year2000,0.02038
Europe,Year2000,579.66957
Albania,Year2000,3.15835
Austria,Year2000,8.11341
Belgium,Year2000,10.26362
Bosnia and Herzegovina,Year2000,4.03546
Bulgaria,Year2000,7.8185
Croatia,Year2000,4.41083
United States,Year2000,282.17196
Cyprus,Year2000,0.91968
Czech Republic,Year2000,10.27013
Denmark,Year2000,5.33742
Faroe Islands,Year2000,0.04579
Finland,Year2000,5.1686
Former Czechoslovakia,Year2000,--
Former Serbia and Montenegro,Year2000,10.03677
Former Yugoslavia,Year2000,--
France,Year2000,59.70356
Germany,Year2000,82.18791
Central & South America,Year2000,421.4539
"Germany, East",Year2000,--
"Germany, West",Year2000,--
Gibraltar,Year2000,0.02727
Greece,Year2000,10.55911
Hungary,Year2000,10.14743
Iceland,Year2000,0.28104
Ireland,Year2000,3.8222
Italy,Year2000,57.74642
Luxembourg,Year2000,0.43878
Macedonia,Year2000,2.01451
Antarctica,Year2000,
Malta,Year2000,0.38995
Montenegro,Year2000,--
Netherlands,Year2000,15.90785
Norway,Year2000,4.4924
Poland,Year2000,38.65416
Portugal,Year2000,10.3356
Romania,Year2000,22.44735
Serbia,Year2000,--
Slovakia,Year2000,5.40032
Slovenia,Year2000,2.01056
Antigua and Barbuda,Year2000,0.07535
Spain,Year2000,40.589
Sweden,Year2000,8.92357
Switzerland,Year2000,7.29913
Turkey,Year2000,67.3293
United Kingdom,Year2000,59.38361
Eurasia,Year2000,288.71912
Armenia,Year2000,3.04256
Azerbaijan,Year2000,7.80905
Belarus,Year2000,10.0337
Estonia,Year2000,1.37984
North America,Year2001,417.83236
Bermuda,Year2001,0.06361
Argentina,Year2001,37.69417
Former U.S.S.R.,Year2001,--
Georgia,Year2001,4.74616
Kazakhstan,Year2001,15.05225
Kyrgyzstan,Year2001,4.90133
Latvia,Year2001,2.35823
Lithuania,Year2001,3.64575
Moldova,Year2001,4.37837
Russia,Year2001,145.99031
Tajikistan,Year2001,6.3391
Turkmenistan,Year2001,4.44458
Aruba,Year2001,0.09097
Ukraine,Year2001,48.50792
Uzbekistan,Year2001,25.37238
Middle East,Year2001,176.80343
Bahrain,Year2001,0.64589
Iran,Year2001,69.53153
Iraq,Year2001,23.33473
Israel,Year2001,6.25134
Jordan,Year2001,4.79335
Kuwait,Year2001,2.04256
Lebanon,Year2001,3.81411
"Bahamas, The",Year2001,0.28569
Oman,Year2001,2.4873
Palestine,Year2001,3.20475
Qatar,Year2001,0.65885
Saudi Arabia,Year2001,21.79609
Syria,Year2001,16.88507
United Arab Emirates,Year2001,3.38733
Yemen,Year2001,17.97054
Africa,Year2001,823.10298
Algeria,Year2001,30.87431
Angola,Year2001,10.53839
Barbados,Year2001,0.27491
Benin,Year2001,6.83901
Botswana,Year2001,1.71401
Burkina Faso,Year2001,12.03936
Burundi,Year2001,7.04302
Cameroon,Year2001,15.70686
Cape Verde,Year2001,0.43845
Central African Republic,Year2001,4.05393
Chad,Year2001,8.17941
Comoros,Year2001,0.59646
Congo (Brazzaville),Year2001,3.23999
Belize,Year2001,0.25464
Congo (Kinshasa),Year2001,53.49657
Cote dIvoire (IvoryCoast),Year2001,17.31097
Djibouti,Year2001,0.69299
Egypt,Year2001,66.57408
Equatorial Guinea,Year2001,0.50592
Eritrea,Year2001,4.33799
Ethiopia,Year2001,66.12258
Gabon,Year2001,1.26915
"Gambia, The",Year2001,1.41305
Ghana,Year2001,20.19629
Bolivia,Year2001,8.36745
Guinea,Year2001,8.41692
Guinea-Bissau,Year2001,1.30645
Kenya,Year2001,31.2987
Lesotho,Year2001,1.92234
Liberia,Year2001,2.67979
Libya,Year2001,5.25089
Madagascar,Year2001,16.22682
Malawi,Year2001,12.12867
Mali,Year2001,10.91763
Mauritania,Year2001,2.56579
Brazil,Year2001,178.86966
Mauritius,Year2001,1.19788
Morocco,Year2001,28.47748
Mozambique,Year2001,18.55916
Namibia,Year2001,1.9351
Niger,Year2001,11.36215
Nigeria,Year2001,126.01433
Reunion,Year2001,0.73257
Rwanda,Year2001,8.61098
Saint Helena,Year2001,0.00728
Sao Tome and Principe,Year2001,0.14385
Cayman Islands,Year2001,0.03962
Senegal,Year2001,9.7162
Seychelles,Year2001,0.08017
Sierra Leone,Year2001,4.04341
Somalia,Year2001,7.62677
South Africa,Year2001,45.57622
Sudan,Year2001,35.02449
Swaziland,Year2001,1.16952
Tanzania,Year2001,34.56725
Togo,Year2001,5.13457
Tunisia,Year2001,9.67117
Chile,Year2001,15.33189
Uganda,Year2001,24.69
Western Sahara,Year2001,0.35169
Zambia,Year2001,10.6461
Zimbabwe,Year2001,11.86786
Asia & Oceania,Year2001,3450.06017
Afghanistan,Year2001,22.0222
American Samoa,Year2001,0.05874
Australia,Year2001,19.29426
Bangladesh,Year2001,134.47753
Bhutan,Year2001,0.61598
Colombia,Year2001,39.31245
Brunei,Year2001,0.33265
Burma (Myanmar),Year2001,48.08106
Cambodia,Year2001,12.53961
China,Year2001,1270.74423
Cook Islands,Year2001,0.01573
Fiji,Year2001,0.81073
French Polynesia,Year2001,0.25361
Guam,Year2001,0.15833
Hawaiian Trade Zone,Year2001,--
Hong Kong,Year2001,6.71338
Canada,Year2001,31.37674
Costa Rica,Year2001,3.95621
India,Year2001,1023.29508
Indonesia,Year2001,217.83628
Japan,Year2001,126.97191
Kiribati,Year2001,0.08676
"Korea, North",Year2001,21.49473
"Korea, South",Year2001,47.17781
Laos,Year2001,5.49852
Macau,Year2001,0.43478
Malaysia,Year2001,23.73736
Maldives,Year2001,0.30591
Cuba,Year2001,11.15582
Mongolia,Year2001,2.70447
Nauru,Year2001,0.00989
Nepal,Year2001,25.33561
New Caledonia,Year2001,0.21528
New Zealand,Year2001,3.83576
Niue,Year2001,0.00212
Pakistan,Year2001,156.79544
Papua New Guinea,Year2001,4.93745
Philippines,Year2001,83.09528
Samoa,Year2001,0.17779
Dominica,Year2001,0.07121
Singapore,Year2001,4.12023
Solomon Islands,Year2001,0.44591
Sri Lanka,Year2001,19.64627
Taiwan,Year2001,22.33581
Thailand,Year2001,62.68514
Timor-Leste (East Timor),Year2001,--
Tonga,Year2001,0.10426
U.S. Pacific Islands,Year2001,0.25365
Vanuatu,Year2001,0.19317
Vietnam,Year2001,80.20948
Dominican Republic,Year2001,8.61355
Wake Island,Year2001,
World,Year2001,6165.32364
Ecuador,Year2001,12.62912
El Salvador,Year2001,5.8837
Falkland Islands (Islas Malvinas),Year2001,0.0029
French Guiana,Year2001,0.17756
Grenada,Year2001,0.10229
Guadeloupe,Year2001,0.43117
Greenland,Year2001,0.05713
Guatemala,Year2001,11.28435
Guyana,Year2001,0.78626
Haiti,Year2001,8.56858
Honduras,Year2001,6.52698
Jamaica,Year2001,2.64051
Martinique,Year2001,0.41845
Montserrat,Year2001,0.00424
Netherlands Antilles,Year2001,0.21229
Nicaragua,Year2001,5.04262
Panama,Year2001,2.95229
Mexico,Year2001,101.24696
Paraguay,Year2001,5.5234
Peru,Year2001,26.48533
Puerto Rico,Year2001,3.83777
Saint Kitts and Nevis,Year2001,0.04619
Saint Lucia,Year2001,0.1544
Saint Vincent/Grenadines,Year2001,0.10761
Suriname,Year2001,0.43851
Trinidad and Tobago,Year2001,1.24905
Turks and Caicos Islands,Year2001,0.01813
Uruguay,Year2001,3.34802
Saint Pierre and Miquelon,Year2001,0.00637
Venezuela,Year2001,23.84387
"Virgin Islands,  U.S.",Year2001,0.10875
"Virgin Islands, British",Year2001,0.02084
Europe,Year2001,582.3036
Albania,Year2001,3.128
Austria,Year2001,8.13169
Belgium,Year2001,10.29168
Bosnia and Herzegovina,Year2001,4.11129
Bulgaria,Year2001,7.73842
Croatia,Year2001,4.43911
United States,Year2001,285.08156
Cyprus,Year2001,0.93263
Czech Republic,Year2001,10.26231
Denmark,Year2001,5.35583
Faroe Islands,Year2001,0.04659
Finland,Year2001,5.18031
Former Czechoslovakia,Year2001,--
Former Serbia and Montenegro,Year2001,9.99537
Former Yugoslavia,Year2001,--
France,Year2001,60.0299
Germany,Year2001,82.28055
Central & South America,Year2001,427.24012
"Germany, East",Year2001,--
"Germany, West",Year2001,--
Gibraltar,Year2001,0.02802
Greece,Year2001,10.58152
Hungary,Year2001,10.12993
Iceland,Year2001,0.28481
Ireland,Year2001,3.8727
Italy,Year2001,57.87254
Luxembourg,Year2001,0.44478
Macedonia,Year2001,2.02391
Antarctica,Year2001,
Malta,Year2001,0.39187
Montenegro,Year2001,--
Netherlands,Year2001,16.01744
Norway,Year2001,4.5152
Poland,Year2001,38.64364
Portugal,Year2001,10.38675
Romania,Year2001,22.4155
Serbia,Year2001,--
Slovakia,Year2001,5.40468
Slovenia,Year2001,2.01118
Antigua and Barbuda,Year2001,0.07673
Spain,Year2001,41.04689
Sweden,Year2001,8.93991
Switzerland,Year2001,7.34377
Turkey,Year2001,68.4049
United Kingdom,Year2001,59.61997
Eurasia,Year2001,287.98099
Armenia,Year2001,3.02759
Azerbaijan,Year2001,7.84723
Belarus,Year2001,9.99979
Estonia,Year2001,1.36998
North America,Year2002,422.05268
Bermuda,Year2002,0.06418
Argentina,Year2002,37.99945
Former U.S.S.R.,Year2002,--
Georgia,Year2002,4.72836
Kazakhstan,Year2002,15.07722
Kyrgyzstan,Year2002,4.95916
Latvia,Year2002,2.34021
Lithuania,Year2002,3.63323
Moldova,Year2002,4.36712
Russia,Year2002,145.16262
Tajikistan,Year2002,6.45201
Turkmenistan,Year2002,4.50262
Aruba,Year2002,0.09217
Ukraine,Year2002,48.05682
Uzbekistan,Year2002,25.69631
Middle East,Year2002,180.37562
Bahrain,Year2002,0.65697
Iran,Year2002,70.28374
Iraq,Year2002,24.00405
Israel,Year2002,6.36954
Jordan,Year2002,4.90206
Kuwait,Year2002,2.11225
Lebanon,Year2002,3.83546
"Bahamas, The",Year2002,0.28858
Oman,Year2002,2.54108
Palestine,Year2002,3.30059
Qatar,Year2002,0.69173
Saudi Arabia,Year2002,22.27404
Syria,Year2002,17.29982
United Arab Emirates,Year2002,3.5581
Yemen,Year2002,18.5462
Africa,Year2002,843.06171
Algeria,Year2002,31.31248
Angola,Year2002,10.76051
Barbados,Year2002,0.27622
Benin,Year2002,7.06449
Botswana,Year2002,1.74618
Burkina Faso,Year2002,12.58496
Burundi,Year2002,7.28679
Cameroon,Year2002,16.09444
Cape Verde,Year2002,0.4467
Central African Republic,Year2002,4.12842
Chad,Year2002,8.43619
Comoros,Year2002,0.61467
Congo (Brazzaville),Year2002,3.33042
Belize,Year2002,0.2613
Congo (Kinshasa),Year2002,55.20041
Cote dIvoire (IvoryCoast),Year2002,17.68765
Djibouti,Year2002,0.71635
Egypt,Year2002,68.02312
Equatorial Guinea,Year2002,0.52076
Eritrea,Year2002,4.50543
Ethiopia,Year2002,68.18727
Gabon,Year2002,1.30042
"Gambia, The",Year2002,1.45811
Ghana,Year2002,20.66146
Bolivia,Year2002,8.54249
Guinea,Year2002,8.5203
Guinea-Bissau,Year2002,1.33312
Kenya,Year2002,32.15532
Lesotho,Year2002,1.92564
Liberia,Year2002,2.75304
Libya,Year2002,5.37924
Madagascar,Year2002,16.72589
Malawi,Year2002,12.46009
Mali,Year2002,11.21969
Mauritania,Year2002,2.63185
Brazil,Year2002,181.41759
Mauritius,Year2002,1.20959
Morocco,Year2002,28.8389
Mozambique,Year2002,18.97917
Namibia,Year2002,1.96067
Niger,Year2002,11.79208
Nigeria,Year2002,128.86432
Reunion,Year2002,0.74387
Rwanda,Year2002,8.85737
Saint Helena,Year2002,0.00734
Sao Tome and Principe,Year2002,0.14713
Cayman Islands,Year2002,0.0408
Senegal,Year2002,9.97244
Seychelles,Year2002,0.08113
Sierra Leone,Year2002,4.28683
Somalia,Year2002,7.89678
South Africa,Year2002,46.07695
Sudan,Year2002,35.9266
Swaziland,Year2002,1.19371
Tanzania,Year2002,35.3831
Togo,Year2002,5.27793
Tunisia,Year2002,9.77448
Chile,Year2002,15.50394
Uganda,Year2002,25.46958
Western Sahara,Year2002,0.36739
Zambia,Year2002,10.91696
Zimbabwe,Year2002,11.86602
Asia & Oceania,Year2002,3490.97008
Afghanistan,Year2002,23.05074
American Samoa,Year2002,0.05964
Australia,Year2002,19.53494
Bangladesh,Year2002,136.86984
Bhutan,Year2002,0.62594
Colombia,Year2002,39.80495
Brunei,Year2002,0.33999
Burma (Myanmar),Year2002,48.71575
Cambodia,Year2002,12.7292
China,Year2002,1277.59472
Cook Islands,Year2002,0.01515
Fiji,Year2002,0.81667
French Polynesia,Year2002,0.25798
Guam,Year2002,0.16106
Hawaiian Trade Zone,Year2002,--
Hong Kong,Year2002,6.76248
Canada,Year2002,31.64096
Costa Rica,Year2002,4.02095
India,Year2002,1040.28482
Indonesia,Year2002,220.97191
Japan,Year2002,127.18724
Kiribati,Year2002,0.08826
"Korea, North",Year2002,21.71214
"Korea, South",Year2002,47.43728
Laos,Year2002,5.57803
Macau,Year2002,0.43898
Malaysia,Year2002,24.28261
Maldives,Year2002,0.31186
Cuba,Year2002,11.20269
Mongolia,Year2002,2.74455
Nauru,Year2002,0.00992
Nepal,Year2002,25.81505
New Caledonia,Year2002,0.21944
New Zealand,Year2002,3.89633
Niue,Year2002,0.00213
Pakistan,Year2002,160.26923
Papua New Guinea,Year2002,5.0626
Philippines,Year2002,84.93641
Samoa,Year2002,0.17943
Dominica,Year2002,0.07153
Singapore,Year2002,4.19778
Solomon Islands,Year2002,0.45822
Sri Lanka,Year2002,19.87007
Taiwan,Year2002,22.45063
Thailand,Year2002,63.21312
Timor-Leste (East Timor),Year2002,--
Tonga,Year2002,0.10616
U.S. Pacific Islands,Year2002,0.25739
